algorithm,size,time
qs5,2500,0.006719827651977539
qs5,2500,0.00716710090637207
qs5,2500,0.0057599544525146484
qs5,2500,0.005678892135620117
qs5,2500,0.005583047866821289
qs5,2500,0.005855083465576172
qs5,2500,0.005829811096191406
qs5,2500,0.005769014358520508
qs5,2500,0.005635976791381836
qs5,2500,0.005709648132324219
qs5,2500,0.0057981014251708984
qs5,2500,0.0056610107421875
qs5,2500,0.005585193634033203
qs5,2500,0.005667924880981445
qs5,2500,0.0058917999267578125
qs5,2500,0.005544900894165039
qs5,2500,0.005793094635009766
qs5,2500,0.005697011947631836
qs5,2500,0.0057489871978759766
qs5,2500,0.005686044692993164
qs5,2500,0.005902290344238281
qs5,2500,0.0055658817291259766
qs5,2500,0.005615949630737305
qs5,2500,0.005964994430541992
qs5,2500,0.005655050277709961
qs5,2500,0.0055999755859375
qs5,2500,0.00574183464050293
qs5,2500,0.005741119384765625
qs5,2500,0.00576472282409668
qs5,2500,0.005620002746582031
qs5,2500,0.005950927734375
qs5,2500,0.005944728851318359
qs5,2500,0.005708932876586914
qs5,2500,0.005692958831787109
qs5,2500,0.005811929702758789
qs5,2500,0.005810976028442383
qs5,2500,0.0069658756256103516
qs5,2500,0.006045818328857422
qs5,2500,0.006150960922241211
qs5,2500,0.0060307979583740234
qs5,2500,0.006247043609619141
qs5,2500,0.006499767303466797
qs5,2500,0.0063762664794921875
qs5,2500,0.005733013153076172
qs5,2500,0.00574493408203125
merge1,2500,0.005814075469970703
merge1,2500,0.0057871341705322266
merge1,2500,0.005826711654663086
merge1,2500,0.005813121795654297
merge1,2500,0.0058138370513916016
merge1,2500,0.005836963653564453
merge1,2500,0.005795001983642578
merge1,2500,0.005798816680908203
merge1,2500,0.005821943283081055
merge1,2500,0.0058519840240478516
merge1,2500,0.005807161331176758
merge1,2500,0.005787849426269531
merge1,2500,0.0058209896087646484
merge1,2500,0.005795717239379883
merge1,2500,0.005795001983642578
merge1,2500,0.00580286979675293
merge1,2500,0.005869150161743164
merge1,2500,0.0058879852294921875
merge1,2500,0.00583195686340332
merge1,2500,0.005789995193481445
merge1,2500,0.005887031555175781
merge1,2500,0.006061077117919922
merge1,2500,0.006052732467651367
merge1,2500,0.006105184555053711
merge1,2500,0.0061948299407958984
merge1,2500,0.00610804557800293
merge1,2500,0.006148815155029297
merge1,2500,0.00621795654296875
merge1,2500,0.006247997283935547
merge1,2500,0.0070269107818603516
merge1,2500,0.007598161697387695
merge1,2500,0.006845235824584961
merge1,2500,0.0064241886138916016
merge1,2500,0.006259918212890625
merge1,2500,0.006479740142822266
merge1,2500,0.010129213333129883
merge1,2500,0.006203889846801758
merge1,2500,0.006078004837036133
merge1,2500,0.0061948299407958984
merge1,2500,0.0062139034271240234
merge1,2500,0.0061190128326416016
merge1,2500,0.006194114685058594
merge1,2500,0.0061969757080078125
merge1,2500,0.006134033203125
merge1,2500,0.006093740463256836
merge1,2500,0.006092071533203125
merge1,2500,0.006054878234863281
merge1,2500,0.006074190139770508
merge1,2500,0.0061359405517578125
merge1,2500,0.006139993667602539
merge1,2500,0.006185054779052734
merge1,2500,0.006144046783447266
merge1,2500,0.006217002868652344
merge1,2500,0.006162166595458984
merge1,2500,0.00621485710144043
merge1,2500,0.006175994873046875
merge1,2500,0.006201028823852539
merge1,2500,0.006140947341918945
merge1,2500,0.006145000457763672
merge1,2500,0.006215095520019531
merge1,2500,0.0061991214752197266
merge1,2500,0.00616002082824707
merge1,2500,0.006165027618408203
merge1,2500,0.0062139034271240234
merge1,2500,0.006189823150634766
merge1,2500,0.006216764450073242
merge1,2500,0.006213188171386719
merge1,2500,0.006212949752807617
merge1,2500,0.006038188934326172
merge1,2500,0.006163835525512695
merge1,2500,0.006351947784423828
merge1,2500,0.006223917007446289
merge1,2500,0.006230831146240234
merge1,2500,0.006140232086181641
merge1,2500,0.006023883819580078
merge1,2500,0.006003141403198242
merge1,2500,0.005981922149658203
merge1,2500,0.006016969680786133
merge1,2500,0.006036996841430664
merge1,2500,0.006097078323364258
merge1,2500,0.00611424446105957
merge1,2500,0.00609898567199707
merge1,2500,0.00605010986328125
merge1,2500,0.006061077117919922
merge1,2500,0.0060160160064697266
merge1,2500,0.006016969680786133
merge1,2500,0.005990266799926758
merge1,2500,0.006017923355102539
merge1,2500,0.006001949310302734
merge1,2500,0.0059969425201416016
merge1,2500,0.006013154983520508
merge1,2500,0.005965232849121094
merge1,2500,0.006006956100463867
merge1,2500,0.006033897399902344
merge1,2500,0.006003856658935547
merge1,2500,0.0059967041015625
merge1,2500,0.006097078323364258
merge1,2500,0.006006002426147461
merge1,2500,0.006016969680786133
merge1,2500,0.00605010986328125
partition_sort,2500,0.0030689239501953125
partition_sort,2500,0.0030221939086914062
partition_sort,2500,0.002976655960083008
partition_sort,2500,0.0029709339141845703
partition_sort,2500,0.0029768943786621094
partition_sort,2500,0.0029540061950683594
partition_sort,2500,0.002959728240966797
partition_sort,2500,0.0029790401458740234
partition_sort,2500,0.002964019775390625
partition_sort,2500,0.002986907958984375
partition_sort,2500,0.0029249191284179688
partition_sort,2500,0.0028531551361083984
partition_sort,2500,0.002850055694580078
partition_sort,2500,0.0028481483459472656
partition_sort,2500,0.0028429031372070312
partition_sort,2500,0.0028581619262695312
partition_sort,2500,0.003930091857910156
partition_sort,2500,0.0030870437622070312
partition_sort,2500,0.0030450820922851562
partition_sort,2500,0.003061056137084961
partition_sort,2500,0.003075838088989258
partition_sort,2500,0.003062725067138672
partition_sort,2500,0.003058195114135742
partition_sort,2500,0.003011941909790039
partition_sort,2500,0.0029630661010742188
partition_sort,2500,0.0030050277709960938
partition_sort,2500,0.003083944320678711
partition_sort,2500,0.003654956817626953
partition_sort,2500,0.004565000534057617
partition_sort,2500,0.002888917922973633
partition_sort,2500,0.002869129180908203
partition_sort,2500,0.0029168128967285156
partition_sort,2500,0.0028929710388183594
partition_sort,2500,0.0028591156005859375
partition_sort,2500,0.0028638839721679688
partition_sort,2500,0.002850055694580078
partition_sort,2500,0.0028591156005859375
partition_sort,2500,0.0028591156005859375
partition_sort,2500,0.0028548240661621094
partition_sort,2500,0.00286102294921875
partition_sort,2500,0.0028591156005859375
partition_sort,2500,0.0028638839721679688
partition_sort,2500,0.002872943878173828
partition_sort,2500,0.0028591156005859375
partition_sort,2500,0.0028662681579589844
partition_sort,2500,0.0028579235076904297
partition_sort,2500,0.002853870391845703
partition_sort,2500,0.002853870391845703
partition_sort,2500,0.002849102020263672
partition_sort,2500,0.0028600692749023438
partition_sort,2500,0.0028429031372070312
partition_sort,2500,0.002844095230102539
partition_sort,2500,0.002841949462890625
partition_sort,2500,0.002832174301147461
partition_sort,2500,0.002855062484741211
partition_sort,2500,0.0028378963470458984
partition_sort,2500,0.002849102020263672
partition_sort,2500,0.002852916717529297
partition_sort,2500,0.002839803695678711
partition_sort,2500,0.002850055694580078
partition_sort,2500,0.0028390884399414062
partition_sort,2500,0.002843141555786133
partition_sort,2500,0.0028526782989501953
partition_sort,2500,0.002833127975463867
partition_sort,2500,0.002852201461791992
partition_sort,2500,0.002846956253051758
partition_sort,2500,0.002844095230102539
partition_sort,2500,0.0028569698333740234
partition_sort,2500,0.0028679370880126953
partition_sort,2500,0.002851247787475586
partition_sort,2500,0.0028488636016845703
partition_sort,2500,0.0028259754180908203
partition_sort,2500,0.0028450489044189453
partition_sort,2500,0.0028438568115234375
partition_sort,2500,0.002850055694580078
partition_sort,2500,0.002863168716430664
partition_sort,2500,0.0028531551361083984
partition_sort,2500,0.0028579235076904297
partition_sort,2500,0.0028569698333740234
partition_sort,2500,0.0028541088104248047
partition_sort,2500,0.002862215042114258
partition_sort,2500,0.002850770950317383
partition_sort,2500,0.002871990203857422
partition_sort,2500,0.0028421878814697266
partition_sort,2500,0.0028429031372070312
partition_sort,2500,0.002841949462890625
partition_sort,2500,0.0028579235076904297
partition_sort,2500,0.002841949462890625
partition_sort,2500,0.0028409957885742188
partition_sort,2500,0.002838134765625
partition_sort,2500,0.0028400421142578125
partition_sort,2500,0.002841949462890625
partition_sort,2500,0.0028307437896728516
partition_sort,2500,0.002863168716430664
partition_sort,2500,0.0028259754180908203
partition_sort,2500,0.0033609867095947266
partition_sort,2500,0.003203153610229492
partition_sort,2500,0.003057718276977539
partition_sort,2500,0.00316619873046875
partition_sort,2500,0.00308990478515625
qs1,10000,0.01817798614501953
qs1,10000,0.020498037338256836
qs1,10000,0.016728878021240234
qs1,10000,0.01644301414489746
qs1,10000,0.01658773422241211
qs1,10000,0.016834020614624023
qs1,10000,0.01684880256652832
qs1,10000,0.016747236251831055
qs1,10000,0.01668405532836914
qs1,10000,0.016722917556762695
qs1,10000,0.016621112823486328
qs1,10000,0.017401933670043945
qs1,10000,0.01715993881225586
qs1,10000,0.0203859806060791
qs1,10000,0.018088817596435547
qs1,10000,0.019427776336669922
qs1,10000,0.01669478416442871
qs1,10000,0.016675233840942383
qs1,10000,0.016585111618041992
qs1,10000,0.01672983169555664
qs1,10000,0.016668081283569336
qs1,10000,0.016424894332885742
qs1,10000,0.01660895347595215
qs1,10000,0.01655101776123047
qs1,10000,0.01660895347595215
qs1,10000,0.016519784927368164
qs1,10000,0.01660919189453125
qs1,10000,0.017802953720092773
qs1,10000,0.018535137176513672
qs1,10000,0.0202176570892334
qs1,10000,0.01707291603088379
qs1,10000,0.016810178756713867
qs1,10000,0.016798973083496094
qs1,10000,0.016764163970947266
qs1,10000,0.016958951950073242
qs1,10000,0.016870975494384766
qs1,10000,0.01694798469543457
qs1,10000,0.01665806770324707
qs1,10000,0.01694798469543457
qs1,10000,0.016461610794067383
qs1,10000,0.016788005828857422
qs1,10000,0.016654014587402344
qs1,10000,0.01810312271118164
qs1,10000,0.017756223678588867
qs1,10000,0.02033400535583496
qs1,10000,0.016561031341552734
qs1,10000,0.01685190200805664
qs1,10000,0.0168001651763916
qs1,10000,0.016707181930541992
qs1,10000,0.016868114471435547
qs1,10000,0.016697168350219727
qs1,10000,0.016656875610351562
qs1,10000,0.01642012596130371
qs1,10000,0.016885995864868164
qs1,10000,0.0168759822845459
qs1,10000,0.016672134399414062
qs1,10000,0.017760038375854492
qs1,10000,0.018188953399658203
qs1,10000,0.01960611343383789
qs1,10000,0.01653289794921875
qs1,10000,0.016650915145874023
qs1,10000,0.016758203506469727
qs1,10000,0.016780853271484375
qs1,10000,0.016765356063842773
qs1,10000,0.016893863677978516
qs1,10000,0.0165250301361084
qs1,10000,0.016756296157836914
qs1,10000,0.01666116714477539
qs1,10000,0.016537189483642578
qs1,10000,0.017442703247070312
qs1,10000,0.018680095672607422
qs1,10000,0.018157005310058594
qs1,10000,0.02118515968322754
qs1,10000,0.016785860061645508
qs1,10000,0.017008066177368164
qs1,10000,0.016583919525146484
qs1,10000,0.016739845275878906
qs1,10000,0.01673293113708496
qs1,10000,0.01650214195251465
qs1,10000,0.016761064529418945
qs1,10000,0.016269207000732422
qs1,10000,0.016921281814575195
qs1,10000,0.016806840896606445
qs1,10000,0.016925811767578125
qs1,10000,0.016547679901123047
qs1,10000,0.018373966217041016
qs1,10000,0.017715930938720703
qs1,10000,0.0205991268157959
qs1,10000,0.01649308204650879
qs1,10000,0.016473054885864258
qs1,10000,0.01676797866821289
qs1,10000,0.016978740692138672
qs1,10000,0.016736984252929688
qs1,10000,0.016451120376586914
qs1,10000,0.01664900779724121
qs1,10000,0.016837120056152344
qs1,10000,0.01642584800720215
qs1,10000,0.016591787338256836
qs1,10000,0.016485929489135742
qs1,10000,0.018509626388549805
qs2,10000,0.025178909301757812
qs2,10000,0.026388883590698242
qs2,10000,0.02304387092590332
qs2,10000,0.022213220596313477
qs2,10000,0.02201986312866211
qs2,10000,0.022127151489257812
qs2,10000,0.022006988525390625
qs2,10000,0.02275395393371582
qs2,10000,0.022390127182006836
qs2,10000,0.02225780487060547
qs2,10000,0.024151086807250977
qs2,10000,0.024184703826904297
qs2,10000,0.0257110595703125
qs2,10000,0.022243976593017578
qs2,10000,0.023136138916015625
qs2,10000,0.022557973861694336
qs2,10000,0.02246713638305664
qs2,10000,0.02292490005493164
qs2,10000,0.022485971450805664
qs2,10000,0.024110078811645508
qs2,10000,0.024322032928466797
qs2,10000,0.02440190315246582
qs2,10000,0.026473045349121094
qs2,10000,0.0227510929107666
qs2,10000,0.022224903106689453
qs2,10000,0.023061037063598633
qs2,10000,0.0223238468170166
qs2,10000,0.022194862365722656
qs2,10000,0.023334026336669922
qs2,10000,0.022568941116333008
qs2,10000,0.023084163665771484
qs2,10000,0.02372884750366211
qs2,10000,0.023958921432495117
qs2,10000,0.025641918182373047
qs2,10000,0.023123979568481445
qs2,10000,0.022515058517456055
qs2,10000,0.02250504493713379
qs2,10000,0.022595882415771484
qs2,10000,0.02277398109436035
qs2,10000,0.023588180541992188
qs2,10000,0.023142337799072266
qs2,10000,0.022694826126098633
qs2,10000,0.02524089813232422
qs2,10000,0.02532672882080078
qs2,10000,0.024272918701171875
qs2,10000,0.021724939346313477
qs2,10000,0.02307915687561035
qs2,10000,0.022523164749145508
qs2,10000,0.022956132888793945
qs2,10000,0.022418975830078125
qs2,10000,0.02271413803100586
qs2,10000,0.022501707077026367
qs2,10000,0.022141218185424805
qs2,10000,0.025394916534423828
